doc_id,serial,petition_id,title,body,signature_count,signature_threshold,deadline,status,issues
3286,20641,55e3cae2a9a0b1462a000000,Investigate why Vester Flanagan wasn't informed that White Genocide is supposed to be carried out non-violently,"When teaching hatred of Whites, teach that White Genocide is being carried out by massively flooding White countries with non-Whites, and forcing Whites to ""assimilate"" with them which will blend Whites out of existence.
Explain that chasing down Whites to commit violence against them is unnecessary, since Whites are being chased down and assimilated by ""diversity,"" which is a codeword for White Genocide.
Africans aren't being chased down in African countries to be blended out of existence with non-Africans, and Africans who object called ""racist.""
Asians aren't being chased down in Asian countries to be blended out of existence with non-Asians, and Asians who object called ""racist.""
This is only being done in White countries, which is why we say,
""Anti-racist is a codeword for anti-White""",174,100000,30,Closed,"Criminal Justice Reform,Civil Rights & Equality,Immigration"
3287,20651,55e3cb982bcfa39b18000000,"Ask Donald Trump: ""Mr. Trump, can you uncuck yourself enough to help us fight White Genocide?""","Will Donald Trump denounce White Genocide that's being carried out by massive immigration and forced assimilation in White countries worldwide?
Or will Mr. Trump be just another ""cuckservative,"" another political White cuckold who accepts White children becoming a vanishing minority through LEGAL, not illegal immigration?
President Obama and Mr. Trump, join together and fight the restriction that no school, no town, no club, no country may ever be WHITE!
Censure the refugee resettlers and other anti-Whites who chase down Whites with ""diversity.""
Oppose those who say they're anti-racist, since what they are is anti-White.
President Obama, may you and Donald Trump shake hands and say together,
""Anti-racist is a code word for anti-White.""
""Diversity is a code word for White Genocide.""",177,100000,30,Closed,"Criminal Justice Reform,Civil Rights & Equality,Immigration"
3288,20661,,award the Presidential Medal of Freedom to legendary Los Angeles Dodgers broadcaster Vin Scully.,"Vin Scully has spent more than half of each of the last 65+ years drawing new fans to America's pastime, and delighting those already in love with the great game of baseball. He's done so much more for our nation, but for this alone he deserves the Presidential Medal of Freedom.",213,100000,30,Closed,
3289,20671,55e2552c2f2c88ad7a000000,Send a White House representative to the funerals of all fallen officers.,"The Obama administration has sent representatives to the funeral's of suspects who have died, but remains silent when a law enforcement officer is killed in the line of duty.

We the people who support our law enforcement officers request that the same respect be shown for those who put their lives on the line for us.  Our officers need to know they have the support of the entire country and appreciate their sacrifice.  ",1999,100000,30,Closed,Criminal Justice Reform
3290,20681,,10 Years After Hurricane Katrina: Keep New Orleans Moving Forward,"At the tenth anniversary of the failure of the federal levee system which flooded New Orleans in the aftermath of Hurricane Katrina, many would like to put a bow on the city and tell the world we're back, and better than before.
 Together we can ensure our environment is restored, our citizens are protected and our community is made stronger through increased productivity from all our members",174,100000,30,Closed,
3291,20686,,Establish a comprehensive background check for all gun purchases in Virginia,"shocked and deeply saddened to see the recent footage of the shooting of reporter Alison Parker and cameraman Adam Ward in Moneta, Virginia, we ask president Obama Administration to institute a comprehensive background check for all gun purchases in Virginia, to stop the next tragedy before it happens. ",209,100000,30,Closed,
3292,20691,,"Make President Obama drink his own urine while filming ""Running Wild with Bear Grylls"" in Alaska","President Barack Obama is scheduled to meet with Bear Grylls during his visit to Alaska, who will give the president a ""crash course in survival techniques."" If there's one thing we all know about Bear Grylls' techniques, it's that they mostly involve drinking his own urine. And so: We ask that Obama do the right thing and drink his own urine during a taping of ""Running Wild with Bear Grylls."" For science. The people demand it.",705,100000,30,Closed,
3293,20696,,"Help Bert ""Buddy"" Melvin Get His Purple Heart Medal","Bertram (Buddy) Melvin  joined the Navy in Boston, MA in 1942.  He was shipped out to the Pacific Theater and served aboard three different ships and was in 10 major naval battles throughout the war. A 5"" gun he was next to exploded on the USS Wichita CA-45 and he was hit in the head with a piece of shrapnel, which knocked him unconscious. Still has the dent in his head.

At the end of the War when they lined up to receive their medals, Buddy was supposed to receive the Purple Heart. The Captain apologized to him and said they had run out of medals but he would get one when he got back to home.

In Boston he told the officer in charge that he was supposed to receive the Purple Heart. The officer said that he would need to get a letter from the Captain who was still in Japan. ",939,100000,30,Closed,
3294,20706,55e4975700e5794a4d000000,"help bring down the Great Fire Wall of China, who's shutting down the VPN services nationwide.","Since 1990s', Beijing has been spending on building the Great FireWall, or GFW, legislation and projects initiated by the government, to attempt to regulate the Internet in Mainland China. Meanwhile, programmers have written codes to help Chinese Internet users to access sites blocked by GFW. For a moment, Chinese people seemed to be able to use VPN services to access the outside world, if they bother to try.
However, Beijing has tightened the grip by shutting down many, if not all, VPN services in China. Secret Polices were even sent to coerce VPN developers to stop updating the services. Mainland China is currently an island, walled from the currents of free Internet.
But NO ONE is an island and NO ONE should be. We hereby petition the Obama administration to help tear down the GFW!",3496,100000,30,Closed,"Civil Rights & Equality,Foreign Policy,Innovation: Arts & Technology"
3295,20711,,Give hard-working federal employees a meaningful pay raise this year,"The federal workforce has borne a disproportionate burden of austerity: furloughs, pay freezes, benefit erosion, and demoralizing rhetoric from Congress. According the Washington Post and others, federal salaries lag those of the private sector by as much as 35%. OPM reports declining morale and difficulty in recruitment. Yet, feds continue to serve with dignity and distinction. Pres. Obama has pledged to support the middle class, of which feds are members, yet he continues to suggest raises that erode purchasing power. A meaningful raise would help lift workforce morale, retention, and recruitment. It would prove that Pres. Obama leads by example in supporting fair wages and the strengthening of the middle class. It would thank feds for keeping our country strong and our countrymen safe.",6356,100000,30,Closed,
3296,20716,55e4b7a76ce61cb367000000,Resettle Syrian Refugees in the U.S,"By the end of April  2015 , the UN estimated 6.5 million people had been displaced in Syria, while more than +4 million refugees had fled to countries such as Lebanon (1.2 million), Jordan (608,000) and Turkey (1.75 million) and thousands more in Europe.

Germany expects to accept 800,000 asylum seekers this year, four times more than in 2014 and more than any other EU country. The US has so fare admitted less than 1000 Syrian refugees.

United States of America; the most powerful nation, the largest economy, and the champion of democracy and human rights should stands for its values .

The International Rescue Committee has argued for the U.S. to accept at least 65,000 refugees.

We are asking the President and the government to pledge to resettle at least 65,000 Syrians by 2016.",101924,100000,32,Reviewed,Immigration
3297,20721,,investigate Comcast for deceptive business practices.,"As widely documented across the Internet and specifically on Comcast's social media presence, many Comcast customers believe they are victims of deception and possibly fraudulent business practices by the company. These practices include being billed for services/equipment not received, rates that change without notification, bait and switch sales tactics, etc. Many customers who try to rectify these issues complain that Comcast's customer service staff lie to them, and the issue never gets resolved. After spending hours dealing with Comcast, many customers give up in frustration...which appears to be a large part of Comcast's business model. I request that the Obama Administration, perhaps through the DOJ Consumer Protection Branch or the FTC, investigate.",351,100000,32,Closed,
3298,20726,55e52c36adfd95c27b000000,Publicly address the killings of six law enforcement officers in one week.,"The week of August 23rd, 2015, saw the deaths of six law enforcement officers across our country, three of which have been attributed to gunfire.

As of September 1st, 2015, the Obama administration has made no public acknowledgment of these murders, unlike the deaths of Michael Brown and Freddie Grey. Condemning the actions of law enforcement officers in these two incidents to the entire nation, President Obama requested White House Officals be sent to the funerals of these individuals to honor their deaths.

We as a nation request that the Commander in Chief of this  nation stop condoning the actions lawless, and support those that uphold the very statutes that you set for it's citizens.

All data contained herein was obtained from ""The Officer Down Memorial Page""",1473,100000,32,Closed,"Civil Rights & Equality,Criminal Justice Reform"
3299,20731,55e5e001ee140f781c000000,"Award a posthumous Presidential Medal of Freedom in recognition of jazz composer, arranger and pianist Billy Strayhorn.","In honor of the Billy Strayhorn Centennial, we his heirs along with a host of professional musicians, entertainment insiders, educators, and the general public seek a posthumous Presidential Medal of Freedom in recognition of his contribution as a great American composer, his involvement in social justice (worked with Martin Luther King Jr.) and his support of those in need. Duke Ellington received the Medal of Freedom from President Richard Nixon in 1969. In accepting the award, Ellington did so in deference to his collaborator, Billy Strayhorn. Strayhorn is famous for his lack of fame, given his accomplishments. One of the reasons his legacy has been overlooked is due to his commitment to live openly as a gay black male in the 1940's. Strayhorn's life personifies the meaning of freedom.",526,100000,32,Closed,"Innovation: Arts & Technology,Civil Rights & Equality"
3300,20736,55e60ccd7043019836000000,Defund the U. S. Department of Education,"WHEREAS; the US Department of Education is an unconstitutional federal agency and;
WHEREAS; the quality of education in America has been on steady decline with a huge increase in cost since the creation of the US Department of Education in 1979 and;
WHEREAS; the American people feel educating our children is the God given right of parents at the local level.  Not the state or the federal government

We hereby attest and affirm that WE THE PEOPLE of the United States demand that the U. S. Department of Education be defunded and disbanded by the US Congress as soon as possible.  We demand this gradual transition be started immediately and completed by the year 2020.",651,100000,32,Closed,"Education,Economy & Jobs,Government & Regulatory Reform"
3301,20741,55e618a5adfd954352000000,Keep Britney Spears in Las Vegas," It has come to our attention, as the citizens of this United States, that Ms. Britney Spears will potentially no longer be performing her now iconic ""Piece Of Me"" show in Las Vegas, NV.

As one of the largest and most prominent recording artists in the world, Ms. Spears and her show serve as an exemplary display of American popular culture. After two years of inspiring fans from all over the world, Britney has an obligation as a national icon to continue to her Vegas residency.

We the people urge the Obama administration to address this issue and demand Britney Spears to sign for another two years in Las Vegas. ",1535,100000,32,Closed,Innovation: Arts & Technology
3302,20746,,Address the violence towards our Law Enforcement Officers. Those who willingly choose to protect and serve need support.,Law Enforcement Officers are being targeted and killed almost on a daily basis. There has been no support from our countries leaders to unite us all and put an end to this violence. We need our leadership to give those who put everything on the line their support. Our officers hesitate making escalation of force calls because they don't want to be the next person on the news being berated or questioned for thier judgement. They need all of our leaders support because without them this great country we live in would fall to even more chaos. ,2625,100000,32,Closed,
3303,20756,,force Kim Davis to accept God's Law and be stoned for adultery unless she follows man's law and does her fucking job.,"Kim Davis has declared that she will obey God's law over the laws of men. Why? Because gay people make her feel icky and she feels they shouldn't be allowed to be married.

As a county clerk in Kentucky whose job it is to follow the law and issue marriage certificates, her arrogance at setting herself above the law is only surpassed by her hypocrisy.

Davis has been divorced THREE times, engaged in multiple counts of adultery and even had children out of wedlock. If she's so committed to God's law, surely she should accept the punishment God's law calls for: Being stoned to death.

Should she refuse to accept God's law, then Davis must immediately do the job she has willingly accepted compensation to perform or resign immediately.

",1298,100000,30,Closed,
3304,20766,55e85caea9a0b1823b000000,"We want all animals to have the RIGHT to be considered victims, just like humans.","Almost daily we hear of animal abuse, neglect, torture, etc. We would like our government officials to address this matter in a more encompassing manner. Recently an Oregon Judge ruled that ""Animals Can Legally Be Considered Victims, Just Like Humans"" and we would like to see this reflected nationwide.

Currently each State sets their own criteria for 'felony animal cruelty'. We are requesting better guidelines for meeting these requirements. In one such instance, the RI SPCA had to euthanize a dog, ""Moses"" on September 1, 2015. The dog had been thought to have been abandoned. He was not. He had been starved to the point of critical condition due to severe malnutrition. The owner HAS been found and the owner had simply stopped feeding this animal. Charge the owner faces? Misdemeanor!",394,100000,32,Closed,Government & Regulatory Reform
3305,20781,,require all public officials to be sworn in to office on the Constitution and not the bible or other religious texts.,"How can a person be asked to uphold the Constitution of the United States when they use the bible to be sworn into office and are asked to swear to God?

In an effort prevent future instances of public officials using their religion to justify their own bigotry, we demand that legislation be passed at a federal level that bans the use of the bible, or any other religious text, at the swearing in ceremonies of public officials.  Instead, public servants will be asked to uphold the Constitution of the United States by swearing in on the Constitution of the United States. Leave God and religion out of it!
",11771,100000,32,Closed,
3306,20786,55e89e35ee140f0444000000,"Rename Ohio's Highest Peak  ""Mount Sarah Palin""","   We the people would like to rename Ohio's highest peak ""Mount Sarah Palin.""
    Located 50 miles from Columbus in Bellefontaine, Ohio and towering over the Buckeye State at 1,550 feet, Campbell Hill is a testament to the men and woman who strived to reach its well manicured, landscaped peak, some never to return
   We propose to change the name of Campbell Hill to honor Alaska's most famous governor, Sarah Palin.
   If the people of Ohio feel it is their right to name Alaska's highest mountain, then it would only be fitting for Alaska to rename Ohio's highest peak. ",615,100000,32,Closed,Energy & Environment
3307,20791,,To reject the gay marriage act and bring our nation back to one that puts God before sin! Also to pardon Kim Davis.,We the people would like to have the gay marriage laws repealed and Kim Davis pardoned. We also wish that our nation be brought back to putting God first.,1400,100000,32,Closed,
3308,20796,,allow the refugees to apply for the citizenship once they finish the 1000 days instead of waiting 5 years.,It is about allowing the refugees to apply for the citizenship once they finish the 1000 days inside the US instead of waiting 5 years to apply.,493,100000,32,Closed,
3309,20801,,Turn the White House Gold for Childhood Cancer Awareness month. September is the month let's turn it gold!,"The White House was lit up with rainbow colors at the Supreme Court's decision of ""Gay marriage""; so, why not for Childhood Cancer? Let's get this petition to 100K before 9/30 and turn the White House gold!",310,100000,32,Closed,
3310,20806,,Recognize Hunger-Striking U.S. Resident Surat Singh Khalsa & His Peaceful Struggle for Human Rights,"Surat Singh Khalsa, a U.S. resident since 1988 who lives in Lathrop, CA, has been on hunger-strike in Punjab, India since January 16, 2015 to demand release of political prisoners.
83-year-old Khalsa has been arrested and force-fed three times for exercising his right to peacefully protest. His hunger-strike has inspired thousands around the globe to demonstrate in support. Canadian and British Parliament members and poltical parties have formally recognized him.
Nine CA congressional reps have appealed for Khalsa, telling Secretary Kerry: ""We are seriously concerned about the repressive actions that have been taken against him for continuing to peacefully exercise his right to free speech.""

Please take a moment to recognize the world's oldest hunger-striker, a resident of California. ~AV",322,100000,32,Closed,
3311,20811,,Netanyahu is to hold talks in New york this month. Under international law he should be arrested for war crimes.,"Benjamin Netanyahu to be arrested for war crimes when he arrives in New york

Benjamin Netanyahu is to hold talks in New york this September. Under international law he should be arrested for war crimes upon arrival in the U.S for the massacre of over 2000 civilians in 2014",5520,100000,32,Closed,
3312,20816,,"Repeal Executive Order 13685 of December 19, 2014","On December 19th 2014 President BARACK OBAMA signed Executive Order 13685 ""Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region""

According to the Act the following are prohibited:

- new investment in the Crimea region by a United States person, wherever located
- the importation into the United States, directly or indirectly, of any goods, services, or technology from the Crimea region
- the exportation, reexportation, sale, or supply, directly or indirectly, from the United States, or by a United States person, wherever located, of any goods, services, or technology to the Crimea region

Indeed Sebastopol and Crimea are both quite export oriented. Thanks to the Act our region is dying now. We belive it violates our right to live.
",608,100000,32,Closed,
3313,20821,,"File charges against Senator Tom Cotton for violation of Chapter 115 - TREASON, SEDITION, AND SUBVERSIVE ACTIVITIES!!!","Senator Tom Cotton met in privare with Israeli Prime Minister Benjamin Netanyahu to discuss his opposition to the international nuclear agreement with Iran. Senator Cotton has been one of the most outspoken critics of the agreement, and signaled that he will side with Netanyahu over POTUS.

This is a violation of Chapter 115 - TREASON, SEDITION, AND SUBVERSIVE ACTIVITIES

Whoever incites, sets on foot, assists, or engages in any rebellion or insurrection against the authority of the United States or the laws thereof, or gives aid or comfort thereto, shall be fined under this title or imprisoned not more than ten years, or both; and shall be incapable of holding any office under the United States.

https://www.law.cornell.edu/uscode/text/18/part-I/chapter-115",272,100000,32,Closed,
3314,20826,,stop the propaganda of Confiderates,"We should stop the propaganda of Confiderates in the internet and on the streets. We should protect our children from intolerance to make them real members of society.

https://twitter.com/hashtag/confederacy

Stop the racism, stop the intolerance, stop the confiderates",193,100000,32,Closed,
3315,20836,,"Mandate All Insurance to Cover Infertility as Basic Healthcare. Acknowledge Infertility as a Disease, not a Choice.","No one expects to receive a diagnosis of infertility, or even worse, unexplained infertility, but when it happens, patients reach out to insurance companies for help, not expecting to be turned away. Infertility is a disease that men and women do not choose, nor do we welcome the depression, shame, and anxiety that accompany it.

It is referred to as a ""pre-existing condition"" that requires months, even years, of care. How is being diagnosed with the inability to do what you were BORN to do, different than someone who has diabetes & seeks possible lifetime assistance through their insurance?

Mandate infertility coverage on a state level so those who suffer do not have to incur massive debt in order to be parents.

Infertility is a disease, and treatment should not be viewed as elective.",1535,100000,32,Closed,
3316,20846,,No guns for criminals,"The 2nd Amendment to the Constitution of our country guarantees to citizens the right for possession of firearms. There are some federal laws which regulate this procedure. However nobody pays attention to the most dangerous social group (according to the statistics of prisoners) who are inhabitants of unsuccessful areas, generally black. We suggest limiting distribution of the weapon among the Afro-Americans who live in so-called black quarters. The crime rate there is too high, for this reason we suggest to enter additional checks for the Afro-Americans in potentially dangerous areas. Moreover, we demand obligatory and most careful check of the specified categories of citizens, regarding the systematic use of drugs and mental disorders (including hereditary).",4992,100000,32,Closed,
3317,20851,,"Reform Qualified Immunity doctrine, removing eligibility from Local and State Police Forces.","Police have come to rely upon the legal doctrine of Qualified Immunity to protect them from both incompetence and malice in the performance of their duties as relates to interaction with the public at large.

Remove all protections from both State and Local Police Departments, their administrators while leaving protections for Federal employees.

",267,100000,32,Closed,
3318,20856,,Remove hunters from conservation departments like USFWS.  More transparency in wildlife conservation through DOJ,"Request the Department of Justice and Office of Inspector General to implement changes that bring transparency in wildlife conservation.  Conservation organizations like USFWS are being used to further the interests of hunting groups.

This could be considered fraudulent use of taxpayer funds.  Taxpayers assume that USFWS is protecting wildlife, not sustaining hunting.

Transparency measures are urgently required to purge hunters from conservation organizations funded by taxpayers.",953,100000,32,Closed,
3319,20861,55f46152eab72aa430000000,"REMOVE AND INVESTIGATE DANIEL M. ASHE, DIRECTOR OF THE US FISH & WILDLIFE SERVICE FOR COLLUSION AND VIOLATION OF ETHICS","Daniel M. Ashe, the 16th Director of the U.S. Fish and Wildlife Service, the nation's principal Federal agency dedicated to the conservation of fish and wildlife and their habitats including upholding violations to The Lacey Act. Mr. Ashe, a hunter himself needs to recuse himself from the Walter Palmer Investigation IMMEDIATELY for direct CONFLICT OF INTEREST in violation of Federal Ethics for his collusion and participation and support of The Safari Club International and other organizations affiliated with Walter Palmer, the poacher of Cecil the Lion.  He is unqualified to perform his sworn duties because of the direct conflict of interest or lack of impartiality in this case, up to and including the extradition request received from Zimbabwe for Palmer and proper prosecution of Palmer.",1782,100000,32,Closed,"Criminal Justice Reform,Government & Regulatory Reform,Energy & Environment"
3320,20866,,Have the Justtice Department charge Kentucky county clerk Kim Davis under US Title 18 for civil rights violations.,Mandate the Justice Department & FBI to investigate and charge Rowan County KY clerk Kim Davis for violation of Federal Hate Crime and Civil Rights statutes.,587,100000,32,Closed,
3321,20871,,Change Columbus Day to Indigenous Peoples' Day,"October 12th, 1492 is the day that Christopher Columbus hit land in the Americas. However, he did not discover anything. There were millions of inhabitants living in the Americas, and they had been inhabiting the continent for thousands of years.

Columbus committed atrocities against humanity towards the Indigenous people and set the stage for the genocide of 100 million Indigenous people all throughout North, South and Central America.

Columbus Day was made a federal holiday in 1934, and it is time to do away with this backwards holiday. While Native Americans were against the celebration of Columbus in 1934, we had no voice to oppose this holiday.

We are asking the US Government to revoke the federal celebration of this holiday, and instead to celebrate Indigenous Peoples' Day.
",5078,100000,32,Closed,
3322,20876,55f57368a9a0b1f81b000000,Compel agribusiness to list added sugar on nutrition labels in understandable units like teaspoons.,"The US healthcare system is under financial pressure and some of this can be reduced by tackling preventable diseases, like diabetes and obesity. The previous message has been to lower fat in diet and to exercise but this has not reduced the epidemic. Emerging research has linked sugar to all types of chronic disease. Our food supply has been adulterated by added sugar. Consumers are confused by the terminology used on the package resulting in the consumption of around 90 lbs per year of added sugar. Biochemical science clearly outlines the dangers of added sugars as explained by doctors like Dr Robert Lustig and Dr. Joe Cohen. Consumers can control their health by understanding the risks of added sugars in simplified language instead of the convoluted terms on existing nutrition labels.",251,100000,32,Closed,"Economy & Jobs,Health Care"
3323,20886,,To send Humanitarian Intervention in Myanmar to prevent the violation of Genocide on Rohingya.,"Dear Ladies and Gentlemen,
Rohingya is the first settler in Arakan (Rakhine) state. Today they are facing systematic genocide runned by the government since decades. Approximately 4 millions of them already become stateless since 1982 as the government of Myanmar denied their citizenship, although they were given equal rights and citizenship rights in 1947, 1948 and 1959. Moreover, in 1978 about 250,000 fled because of persecution and massacre on Rohingya. Then in 1994 their citizenship cards were confiscated. Then they restricted to born more then two child. 1982 to 2015, they are not allowed to move free, huge restrictions to visit doctors and sometimes given false medicine. Rohingya is called the most persecuted by UN. Please check futher info  at UN, OIC and other Human Rights org. ",7490,100000,32,Closed,
3324,20891,,Lift the NSAC ban from MMA fighter Nick Diaz.,Nick Diaz was unfairly banned from being a professional fighter by the Nevada Athletics Commission.  They ruled based on their personal feelings and beliefs towards the use of medical Marijuana and used their power to deprive Mr.Diaz of being able to make a living. ,115050,100000,32,Reviewed,
3325,20901,,"Pardon Don Siegelman, Former governor of Alabama railroaded by Karl Rove and now in prison.","Please take the time to watch the new trailer and 60 Minutes segment on this case.  Rove steered a government contract to the judge who convinced Siegelman




https://www.youtube.com/watch?v=ddbQueHVpHE&feature=youtu.be",324,100000,32,Closed,
3326,20906,,Stop Killing Ethnic Group Madhesi in Nepal amidst unilateral constitution promulgation process. More than 40 Killed.,"Stop Genocide in Nepal.
Madhesi is an ethnic group in Nepal living in southern part of Nepal that represents about 50 % of population. Nepal is in the process of constitution building where the ruling class has deliberately undermined the agenda's of Madhesi as equal citizen. The fundamental rights of citizenship is abolished in Nepal by the virtue of citizenship, delimiting the Constituent Assembly (CA) seats in the Terai and the mid-hills, proportionate to the population and a need of madhesi cluster federal state is denied in the new constitution. With the month long protest going on, National and International Human Right Agencies have expressed deplorable human right condition in Nepal. 43 madhesi shot dead including children, women and 8 policemen dead till now. 09/15/2015
",545,100000,32,Closed,
3327,20916,,TO ALLOW PRAYER BACK IN OUR PUBLIC SCHOOLS,ALLOW PRAYER TO BE A PART OF OUR EVERYDAY LIFE OF OUR CHILDREN IN OUR PUBLIC SCHOOLS. IT IS A CONSTITUTIONAL RIGHT. I BELIEVE OUR FOUNDING FATHERS WROTE IN THE CONSTITUTION THAT THIS SHOULD NEVER HAVE BEEN UP TO A GROUP TO HAVE IT TAKEN OUT OF OUR PUBLIC SCHOOLS!,542,100000,32,Closed,
3328,20921,,"UPDATE THE LIST OF ACCEPTED ""LIST OF IMPAIRMENTS"" and MEDICAL CONDITIONS; UNDER THE SOCIAL SECURITY DISABILTY CRITERIA","The present set of Conditions Accepted for applying for Social Security Disability, (SSD) or (SSDI), aka Disability Benefits or full Social Security Monthly Benefits, is Outdated and MUST be revised to include:
   Internal Conditions were discovered in the 1800's or earlier; recent advances in MRI imaging Electronic Nerve Testing, other Diagnostic testing, are bringing these severe, life-altering Disabilities to light. Physicians, Researchers, Clinics and Support Groups concur; numbers of disabled patients with no category for their Diseases continue to grow, an estimate of 1:1000 are likely affected!
   These Conditions Include: Chiari 1 Cerebral Malformations, Ehlers-Danlos Syndrome, Mixed Connective Tissue/ Mast Cell Disorders, Neuropathy; Neurological Disorders, Rheumatology, and More.",1703,100000,32,Closed,
3329,20926,,Use The President's influence as current ranking member of the Democratic Party to replace DNC Chairman immediately,"For the sake of continuing a strong democracy as well as the Obama Administrations great strides on the economical recovery from the disastrous previous Administration, we Americans seek President Obama to use his bully pulpit and what ever means possible to remove Debbie Wasserman Schultz from the Democratic National Committee Chairmanship immediately.
Representative Wasserman Schultz is guilty of suppression of the right for the American people to have a better understanding of the differences among all candidates from the Democratic Nomination for the office of President of The United States by limiting the number of National Debate Forums among the fine candidates. Her efforts are one that clearly favors a specific candidate and THAT is not democracy as establish by our forefathers.",646,100000,32,Closed,
3330,20931,,Provide Federal legislation for nurse to patient ratios.,"Nurses are essential parts of health care day to day operations. We are calling upon Congress and the House of Representatives to provide a bill for Federal Legislation for nurse to patient ratios in hospitals, nursing homes, and prisons. We need safe nurse to patient ratios in order to provide the quality care that our patients deserve. We are looking to collectively have a voice and be heard by our government officials to make a change to how the nursing profession currently practices. A small amount of states in the US have nurse to patient ratios. We would like for all states to have a safe nurse to patient ratio. Thank you for your time and consideration.
Sincerely,
All Nurses of America standing united for a change",32620,100000,32,Closed,
3331,20936,,College Student Receives Failing Grade For Tutoring Peers Better Then Professor,"This is a petition for Cameron Miles a fellow student at the University of Houston who also proudly served this country. Cameron is an honest man who provided help and tutorial videos on how to complete homework assignments for a Statistics course that he shares with nearly 300+ students.
But recently he was removed from the course and given a failing grade for helping his peers.His tutorials helped us by providing, a greater knowledge on how to use certain formulas, and the interpretations of questions. He provided us, ""The Students"" an alternative to the overcrowded tutorial sessions the university provides.
This is a heavy disciplinary action UH has taken against Cameron Miles. And we as a student body believe this action should be revoked.
Thank You,
A Distressed Coog ",319,100000,32,Closed,
3332,20941,55fc5ad1eab72a2e22000000,Mandate Paid Maternity Leave,"Did you know that the U.S. is the only industrialized nation to NOT require paid leave for parents of newborns?

New parents in the U.S. are guaranteed their jobs for 12 weeks after the arrival of a new baby, per the Family Medical Leave Act of 1993. However, financial assistance  is not guaranteed during this time and exemptions to FMLA apply for small companies.

Since the 1970s, the proportion of working-mothers has climbed to nearly 50% from 25%. Without women in the workforce, the economy would be about 15% smaller, equating to about $2.5 trillion in lost economic output.

Clearly, both women and men are critical to maintaining this Country's high economic stature.

It's time to provide working parents with the means and support to adequately care for our next generation",948,100000,32,Closed,"Economy & Jobs,Civil Rights & Equality"
3333,20946,55fc3b0c2f2c88dd59000000,Stop BLM from killing wild horses through out the USA,"BLM chooses to kill Wild Horses, they deem, ""Not good enough"".

The American public, who pays for this, needs to have the chance to keep these Wild Horses alive.

The cost of killing the Wild Horses can instead be put in the hands of those that can take care of the Wild Horses.

Until the Wild Horse loving tax payers and the BLM are working together to care for the welfare of the Wild Horses,
 - there are people who would save these Wild Horses if they have the chance.

",657,100000,32,Closed,"Energy & Environment,Rural Policy"
3334,20951,55fc6a836889380b74000000,Overturn the Defund Planned Parenthood Bill,"The US House of Representatives have just passed a bill that would ban federal funding of planned parenthood for a year. This is not okay. Planned Parenthood does so much more for people than provide abortions. They educate, provide several health care services, STD testing, and provide safe spaces for individuals. Plus, if people can't receive abortions due to lack of federal funding, that won't stop abortions from happening, it will only stop SAFE abortions. Something needs to be done about this. Are you willing to speak out against this injustice? Sign if you are in favor of this. Thank you for your support!
",871,100000,32,Closed,"Health Care,Civil Rights & Equality"
3335,20956,,Free Hamed Ghassemi from Iran.,For the United States government to take action in aiding in the release of American citizen Hamed Ghassemi and other Americans from prison in Iran.  ,983,100000,32,Closed,
3336,20961,55ff279bee140f0023000000,negotiate for the release of Ali Mohammed Al-Nimr,"Ali Mohammed Al-Nimr is going to get crucified.  Ali Mohammed Al- Nimr is a young man who was arrested at age 17 because his uncle spoke out against the Saudi government.  They had two secret trials, with no lawyers, and his family was not informed of these trials.   They could not mount any defense.

This week the Saudi Supreme court upheld his execution by crucifixion.   We should put pressure on Saudi Arabia to release him from prison, pardon him.   If they refuse to do this, we should enact sanctions.   This is a travesty in this day and age!

http://www.washingtontimes.com/news/2015/sep/18/saudi-prisoner-arrested-at-age-17-faces-death-by-c/",2588,100000,32,Closed,"Civil Rights & Equality,Economy & Jobs"
3337,20966,55ff88502f2c889d7d000000,Make Eid a public holiday in the State of California!,Asalamu Alaykum fellow Muslims! I feel the need that we must parley to make Eid a Public holiday! It is only fair that we as Muslims should be allowed to have the most important days in our faith recognized in law. We should have the right to spend these blessed days with our families and friends not having to worry about school or work. We need change that respects the diversity in the State of California. With this please join me and others in signing this petition and making change one step at a time! ,7804,100000,32,Closed,"Education,Economy & Jobs,Civil Rights & Equality"
3338,20971,,To allow for an interview of President Barack Obama and young conservative commentator CJ Pearson.,Allow CJ Pearson to have a meeting with President Obama discussing policy and issues of importantance to the Millennial generation.,5747,100000,32,Closed,
3339,20976,560077a16ce61cb67d000000,"Apologize to Irving ISD, Irving Police, and Rescind Ahmed Mohamed's Invitation to Astronomy Night at the White House","A young teen in Irving, TX recently took the innards of a retail clock that was removed from its case and inserted into a metallic pencil case that resembled a small briefcase to school. School officials, following a zero tolerance policy, thought that this might be a ""hoax-bomb"" and alerted police.

Several experts have since indicated that the intent indeed could have been to create a hoax device to elicit a response.

We feel that the president's support of this teen's actions, and the invitation to Astronomy Night at the White House, were inappropriate should be rescinded. What Ahmed did is not ""science"".

We also feel that the president's response undermined the school, the police, and the City of Irving. All should receive an immediate and public apology from the president.",156,100000,30,Closed,"Homeland Security & Defense,Innovation: Arts & Technology"
3340,20981,,Stop the Bureau of Land Management from harming the wild horses in the West!,The Bureau of Land Management is killing horses in the west while rounding them up.  They are also neglecting them!!!  They are rounding up pregnant and nursing mares and separating the young foals from their parents!,349,100000,32,Closed,
